chunk_id,company_raw,company_slug,source_file,pdf_page,chunk_idx_on_page,text,n_chars
ашинский металлургический завод-p001-c001,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,1,1,"ГРУППА «АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД» КОНСОЛИДИРОВАННАЯ ФИНАНСОВАЯ ОТЧЕТНОСТЬ, ПОДГОТОВЛЕННАЯ В СООТВЕТСТВИИ С МЕЖДУНАРОДНЫМИ СТАНДАРТАМИ ФИНАНСОВОЙ ОТЧЕТНОСТИ (МСФО),",170
ашинский металлургический завод-p001-c002,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,1,2,"ЗА ГОД, ЗАКОНЧИВШИЙСЯ 31 ДЕКАБРЯ 2024 г., ВО ИСПОЛНЕНИЕ ТРЕБОВАНИЙ ФЕДЕРАЛЬНОГО ЗАКОНА «О КОНСОЛИДИРОВАННОЙ ФИНАНСОВОЙ ОТЧЕТНОСТИ» № 208–ФЗ И АУДИТОРСКОЕ ЗАКЛЮЧЕНИЕ НЕЗАВИСИМОГО",177
ашинский металлургический завод-p002-c001,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,1,"Группа «Ашинский металлургический завод» Содержание Аудиторское заключение независимого аудитора Консолидированная финансовая отчетность Консолидированный отчет о финансовом положении по состоянию на 31 декабря 2024 года ............ 1 Консолидированный отчет о прибыли или убытке и прочем совокупном доходе за год,",315
ашинский металлургический завод-p002-c002,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,2,"закончившийся 31 декабря 2024 года .......................................................................................................... 2 Консолидированный отчет об изменениях в капитале за год, закончившийся 31 декабря 2024 года ......................................................................................................... 3 Консолидированный отчет о движении денежных средств за год, закончившийся 31 декабря 2024 года ......................................................................................................... 4 Примечания к консолидированной финансовой отчетности",599
ашинский металлургический завод-p002-c003,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,3,1. Общие сведения о Группе и ее деятельности .................................................................................. 5 2. Существенная информация об учетной политике ........................................................................... 6 3. Применение новых или пересмотренных стандартов и разъяснений ......................................... 18,363
ашинский металлургический завод-p002-c004,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,4,4. Новые стандарты и интерпретации ................................................................................................. 19 5. Использование расчетных оценок и профессиональных суждений ............................................. 19 6. Операционные сегменты .................................................................................................................. 21 7. Выручка .............................................................................................................................................. 23,546
ашинский металлургический завод-p002-c005,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,5,"8. Себестоимость, коммерческие, административные расходы, прочие доходы и расходы ......... 24 9. Расходы на вознаграждение работникам ....................................................................................... 25 10. Финансовые доходы и расходы ....................................................................................................... 25 11. Прибыль на акцию ............................................................................................................................. 25 12. Расход по налогу на прибыль ....................................................",599
ашинский металлургический завод-p002-c006,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,6,...................................................... 26 13. Основные средства ........................................................................................................................... 29,206
ашинский металлургический завод-p002-c007,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,7,"14. Финансовые активы, учитываемые по амортизированной стоимости ......................................... 31 15. Запасы ................................................................................................................................................ 32 16. Торговая и прочая дебиторская задолженность ............................................................................ 32 17. Денежные средства и их эквиваленты ............................................................................................ 33 18. Капитал и резервы .............................................",599
ашинский металлургический завод-p002-c008,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,8,............................................................................... 34 19. Управление капиталом ..................................................................................................................... 34 20. Кредиты и займы ............................................................................................................................... 35 21. Торговая и прочая кредиторская задолженность ........................................................................... 36 22. Справедливая стоимость и управление рисками.............................................,600
ашинский металлургический завод-p002-c009,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,2,9,.............................. 36 23. Договорные обязательства .............................................................................................................. 44 24. Условные активы и обязательства .................................................................................................. 44 25. Связанные стороны ........................................................................................................................... 46 26. События после отчетной даты ........................................................................................................,600
ашинский металлургический завод-p003-c001,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,3,1,"Акционерное общество Бизнес-центр «Ферро-Плаза», «Технологии Доверия – Аудит» ул. Кржижановского, д. 14, к. 3, (АО «Технологии Доверия – Аудит») помещение 5/1, вн. тер. г. муниципальный округ Академический, Москва, Российская Федерация, 117218 www.tedo.ru T: +7 495 967 60 00 Аудиторское заключение независимого аудитора Акционерам и Совету директоров Публичного акционерного общества «Ашинский металлургический завод»: Мнение с оговоркой По нашему мнению, за исключением влияния вопроса, изложенного в разделе «Основание для выражения мнения с оговоркой» нашего заключения, консолидированная финанс",599
ашинский металлургический завод-p003-c002,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,3,2,"овая отчетность отражает достоверно во всех существенных отношениях консолидированное финансовое положение Публичного акционерного общества «Ашинский металлургический завод» и его дочерних обществ (далее совместно именуемые «Группа») по состоянию на 31 декабря 2024 года, а также консолидированные финансовые результаты и консолидированное движение денежных средств Группы за год, закончившийся на указанную дату, в соответствии с Международными стандартами финансовой отчетности (МСФО).",487
ашинский металлургический завод-p003-c003,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,3,3,"Предмет аудита Мы провели аудит консолидированной финансовой отчетности Группы, которая включает:  консолидированный отчет о финансовом положении по состоянию на 31 декабря 2024 года;  консолидированный отчет о прибыли или убытке и прочем совокупном доходе за год, закончившийся на указанную дату;  консолидированный отчет об изменениях в капитале за год, закончившийся на указанную дату;  консолидированный отчет о движении денежных средств за год, закончившийся на указанную дату;  примечания к консолидированной финансовой отчетности, включая существенную информацию об учетной политике и про",600
ашинский металлургический завод-p003-c004,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,3,4,"чую пояснительную информацию. Основание для выражения мнения с оговоркой МСФО (IAS) 24 «Раскрытие информации о связанных сторонах» требует раскрытия стороны, обладающей конечным контролем. Руководство Группы не раскрыло в прилагаемой консолидированной финансовой",262
ашинский металлургический завод-p003-c005,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,3,5,"отчетности имена сторон, обладающих конечным контролем над Группой, по состоянию на 31 декабря 2024 года и 31 декабря 2023 года. Мы не раскрыли имена сторон, обладающих конечным контролем над Группой, по состоянию на 31 декабря 2024 года и 31 декабря 2023 года в нашем заключении в силу ограничений, содержащихся в Федеральном законе РФ № 152-ФЗ «О персональных данных». Мы провели аудит в соответствии с Международными стандартами аудита (МСА). Наши обязанности согласно указанным стандартам далее описаны в разделе «Ответственность аудитора за аудит консолидированной финансовой отчетности» нашего",599
ашинский металлургический завод-p003-c006,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,3,6,"заключения. Мы полагаем, что полученные нами аудиторские доказательства являются достаточными и надлежащими, чтобы служить основанием для выражения нашего мнения с оговоркой. Независимость Мы независимы по отношению к Группе в соответствии с Международным кодексом этики",270
ашинский металлургический завод-p003-c007,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,3,7,"профессиональных бухгалтеров (включающим Международные стандарты независимости), выпущенным Советом по международным стандартам этики для бухгалтеров (Кодекс СМСЭБ), и этическими требованиями Кодекса профессиональной этики аудиторов и Правил независимости аудиторов и аудиторских организаций, применимыми к нашему аудиту консолидированной финансовой отчетности в Российской Федерации. Нами выполнены прочие этические обязанности в соответствии с этими требованиями и Кодексом СМСЭБ.",482
ашинский металлургический завод-p004-c001,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,1,"www.tedo.ru Ключевые вопросы аудита Ключевые вопросы аудита – это вопросы, которые, согласно нашему профессиональному суждению, являлись наиболее значимыми для нашего аудита консолидированной финансовой отчетности за текущий период. Эти вопросы были рассмотрены в контексте нашего аудита консолидированной финансовой отчетности в целом и при формировании нашего мнения об этой отчетности, и мы не выражаем отдельного мнения по этим вопросам. В дополнение к вопросу, изложенному в разделе «Основание для выражения мнения с оговоркой», мы определили указанные ниже вопросы как ключевые вопросы аудита,",599
ашинский металлургический завод-p004-c002,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,2,информацию о которых необходимо сообщить в нашем заключении. Какие аудиторские процедуры были выполнены Ключевой вопрос аудита в отношении ключевого вопроса аудита Операции со связанными сторонами Мы провели аудиторские процедуры в отношении,241
ашинский металлургический завод-p004-c003,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,3,"проверки полноты раскрытия информации об См. Примечание 25 «Связанные стороны» операциях со связанными сторонами в Группа осуществляет значительное количество консолидированной финансовой отчетности, в том операций с большим количеством связанных сторон числе, но не ограничиваясь следующими: на существенные суммы. • получение перечня связанных сторон, Вследствие изменений в структуре владения у определенных Руководством Группы; Группы меняется состав связанных сторон, • анализ связанности физических и юридических появляются новые связанные стороны, в том числе лиц, которые контролируют и/или о",600
ашинский металлургический завод-p004-c004,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,4,"казывают из состава контрагентов, с которыми у Группы есть значительное влияние на Группу, с целью многолетняя история взаимодействия. В связи с выявления новых связанных сторон; этим возрастает риск неполного раскрытия всех",224
ашинский металлургический завод-p004-c005,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,5,"операций со связанными сторонами в • анализ связанности контрагентов, с которыми в консолидированной финансовой отчетности. отчетном периоде имели место наиболее существенные операции по закупкам, продажам, Ввиду характера операций со связанными получению и выдаче займов; сторонами, осуществляемых Группой, существенности сумм, а также изменений в составе • проверку условий, на которых осуществляются связанных сторон в отчетном году, данная область операции со связанными сторонами, включая их требует значительных затрат времени аудиторской соответствие рыночным условиям; группы и является облас",600
ашинский металлургический завод-p004-c006,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,6,тью повышенного внимания • проверку раскрытия информации об операциях аудитора. со связанными сторонами в консолидированной Мы считаем данный вопрос ключевым вопросом финансовой отчетности. аудита. Прочая информация,215
ашинский металлургический завод-p004-c007,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,7,"Руководство несет ответственность за прочую информацию. Прочая информация содержит Годовой отчет за 2024 год и Отчет эмитента эмиссионных ценных бумаг за 12 месяцев 2024 г. (но не включает консолидированную финансовую отчетность и наше аудиторское заключение о данной отчетности), которые, как ожидается, будут нам предоставлены после даты настоящего аудиторского заключения. Наше мнение о консолидированной финансовой отчетности не распространяется на прочую информацию, и мы не будем предоставлять выводa, выражающего уверенность в какой-либо форме в отношении данной информации. В связи с проведен",600
ашинский металлургический завод-p004-c008,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,8,"ием нами аудита консолидированной финансовой отчетности наша обязанность заключается в ознакомлении с указанной выше прочей информацией, когда она будет нам предоставлена, и рассмотрении вопроса о том, имеются ли существенные несоответствия между прочей информацией и",267
ашинский металлургический завод-p004-c009,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,4,9,"консолидированной финансовой отчетностью или нашими знаниями, полученными в ходе аудита, и не содержит ли прочая информация иных возможных существенных искажений. Если при ознакомлении с Годовым отчетом за 2024 год и Отчетом эмитента эмиссионных ценных бумаг за 12 месяцев 2024 г. мы придем к выводу о том, что в них содержится существенное искажение, мы должны довести это до сведения лиц, отвечающих за корпоративное управление. 2",432
ашинский металлургический завод-p005-c001,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,1,"www.tedo.ru Ответственность руководства и лиц, отвечающих за корпоративное управление, за консолидированную финансовую отчетность Руководство несет ответственность за подготовку и достоверное представление указанной консолидированной финансовой отчетности в соответствии с МСФО и за систему внутреннего контроля, которую руководство считает необходимой для подготовки консолидированной финансовой отчетности, не содержащей существенных искажений вследствие недобросовестных действий или ошибок. При подготовке консолидированной финансовой отчетности руководство несет ответственность за оценку способ",600
ашинский металлургический завод-p005-c002,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,2,"ности Группы продолжать непрерывно свою деятельность, за раскрытие в соответствующих случаях сведений, относящихся к непрерывности деятельности, и за составление отчетности на основе допущения о непрерывности деятельности, за исключением случаев, когда руководство намеревается ликвидировать",291
ашинский металлургический завод-p005-c003,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,3,"Группу, прекратить ее деятельность или когда у него отсутствует какая-либо иная реальная альтернатива, кроме ликвидации или прекращения деятельности. Лица, отвечающие за корпоративное управление, несут ответственность за надзор за подготовкой консолидированной финансовой отчетности Группы. Ответственность аудитора за аудит консолидированной финансовой отчетности Наша цель состоит в получении разумной уверенности в том, что консолидированная финансовая отчетность не содержит существенных искажений вследствие недобросовестных действий или ошибок, и в выпуске аудиторского заключения, содержащего",599
ашинский металлургический завод-p005-c004,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,4,"наше мнение. Разумная уверенность представляет собой высокую степень уверенности, но не является гарантией того, что аудит, проведенный в соответствии с МСА, всегда выявляет существенные искажения при их наличии. Искажения могут быть результатом",245
ашинский металлургический завод-p005-c005,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,5,"недобросовестных действий или ошибок и считаются существенными, если можно обоснованно предположить, что в отдельности или в совокупности они могут повлиять на экономические решения пользователей, принимаемые на основе этой консолидированной финансовой отчетности. В рамках аудита, проводимого в соответствии с МСА, мы применяем профессиональное суждение и сохраняем профессиональный скептицизм на протяжении всего аудита. Кроме того, мы выполняем следующее:  выявляем и оцениваем риски существенного искажения консолидированной финансовой отчетности вследствие недобросовестных действий или ошибок;",600
ашинский металлургический завод-p005-c006,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,6,"разрабатываем и проводим аудиторские процедуры в ответ на эти риски; получаем аудиторские доказательства, являющиеся достаточными и надлежащими, чтобы служить основанием для выражения нашего мнения. Риск необнаружения",217
ашинский металлургический завод-p005-c007,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,7,"существенного искажения в результате недобросовестных действий выше, чем риск необнаружения существенного искажения в результате ошибки, так как недобросовестные действия могут включать сговор, подлог, умышленный пропуск, искаженное представление информации или действия в обход системы внутреннего контроля;  получаем понимание системы внутреннего контроля, имеющей значение для аудита, с целью разработки аудиторских процедур, соответствующих обстоятельствам, но не с целью выражения мнения об эффективности системы внутреннего контроля Группы;  оцениваем надлежащий характер применяемой учетной",599
ашинский металлургический завод-p005-c008,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,8,"политики и обоснованность оценочных значений, рассчитанных руководством, и соответствующего раскрытия информации;  делаем вывод о правомерности применения руководством допущения о непрерывности деятельности,",208
ашинский металлургический завод-p005-c009,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,9,"а на основании полученных аудиторских доказательств – вывод о том, имеется ли существенная неопределенность в связи с событиями или условиями, в результате которых могут возникнуть значительные сомнения в способности Группы продолжать непрерывно свою деятельность. Если мы приходим к выводу о наличии существенной неопределенности, мы должны привлечь внимание в нашем аудиторском заключении к соответствующему раскрытию информации в консолидированной финансовой отчетности или, если такое раскрытие информации является ненадлежащим, модифицировать наше мнение. Наши выводы основаны на аудиторских док",600
ашинский металлургический завод-p005-c010,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,5,10,"азательствах, полученных до даты нашего аудиторского заключения. Однако будущие события или условия могут привести к тому, что Группа утратит способность продолжать непрерывно свою деятельность; 3",196
ашинский металлургический завод-p006-c001,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,6,1,"www.tedo.ru  проводим оценку представления консолидированной финансовой отчетности в целом, ее структуры и содержания, включая раскрытие информации, а также того, представляет ли консолидированная финансовая отчетность лежащие в ее основе операции и события так, чтобы было обеспечено их достоверное представление;  планируем и проводим аудит группы для получения достаточных надлежащих аудиторских доказательств, относящихся к финансовой информации организаций или подразделений группы, в качестве основы для формирования мнения о финансовой отчетности группы. Мы отвечаем за руководство, надзор з",600
ашинский металлургический завод-p006-c002,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,6,2,"а ходом аудита и проверку работы по аудиту, выполненной для целей аудита группы. Мы остаемся полностью ответственными за наше аудиторское мнение. Мы осуществляем информационное взаимодействие с лицами, отвечающими за корпоративное",230
ашинский металлургический завод-p006-c003,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,6,3,"управление, доводя до их сведения, помимо прочего, информацию о запланированном объеме и сроках аудита, а также о существенных замечаниях по результатам аудита, в том числе о значительных недостатках системы внутреннего контроля, которые мы выявляем в процессе аудита. Мы также предоставляем лицам, отвечающим за корпоративное управление, заявление о том, что мы соблюдали все соответствующие этические требования в отношении независимости и информировали этих лиц обо всех взаимоотношениях и прочих вопросах, которые можно обоснованно считать оказывающими влияние на независимость аудитора, а в необ",600
ашинский металлургический завод-p006-c004,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,6,4,"ходимых случаях – о действиях, предпринятых для устранения угроз, или принятых мерах предосторожности. Из тех вопросов, которые мы довели до сведения лиц, отвечающих за корпоративное управление, мы определяем вопросы, которые были наиболее значимыми для аудита консолидированной финансовой",289
ашинский металлургический завод-p006-c005,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,6,5,"отчетности за текущий период и, следовательно, являются ключевыми вопросами аудита. Мы описываем эти вопросы в нашем аудиторском заключении, кроме случаев, когда публичное раскрытие информации об этих вопросах запрещено законом или нормативным актом или когда в крайне редких случаях мы приходим к выводу о том, что информация о каком-либо вопросе не должна быть сообщена в нашем заключении, так как можно обоснованно предположить, что отрицательные последствия сообщения такой информации превысят общественно значимую пользу от ее сообщения. Руководитель задания, по результатам которого выпущено на",600
ашинский металлургический завод-p006-c006,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,6,6,"стоящее аудиторское заключение независимого аудитора (руководитель аудита), – Коноплин Владимир Владимирович.",109
ашинский металлургический завод-p006-c007,АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД,ашинский металлургический завод,/content/data/Дата/АШИНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД.pdf,6,7,"Москва, Российская Федерация Коноплин Владимир Владимирович, лицо, уполномоченное Генеральным директором на подписание от имени Акционерного общества «Технологии Доверия – Аудит» (основной регистрационный номер записи в реестре аудиторов и аудиторских организаций (ОРНЗ) – 12006020338), руководитель аудита (ОРНЗ –",314
